id,word_key,book_key,dict_key,pos,usage,timestamp
Infinite_Jest:E42F19F0:1057989:13,en:attenuates,Infinite_Jest:E42F19F0,B0053VMNY2,1057989,"Five years hence, Mario’s facility with the head-mount Bolex attenuates the sadness of his status here, allowing him to contribute via making the annual E.T.A. fundraising documentary cartridge, videotaping students’ strokes and occasionally from over the railing of Schtitt’s supervisory transom the occasional challenge-match — the taping’s become part of the pro-instruction package detailed in the E.T.A. catalogue — plus producing more ambitious, arty-type things that occasionally find a bit of an à-clef-type following in the E.T.A. community.",1443392242210
Infinite_Jest:E42F19F0:1132032:5,en:of,Infinite_Jest:E42F19F0,B0053VMNY2,1132032,Players are part of the apparatus of the game. ,1443400208695
Infinite_Jest:E42F19F0:1204756:16,en:chain-smoking,Infinite_Jest:E42F19F0,B0053VMNY2,1204756,"AA’s patient enforcer was always and everywhere Out There: it stood casually checking its cuticles in the astringent fluorescence of pharmacies that took forged Talwin scrips for a hefty surcharge, in the onionlight through paper shades in the furnished rooms of strung-out nurses who financed their own cages’ maintenance with stolen pharmaceutical samples, in the isopropyl reek of the storefront offices of stooped old chain-smoking MD’s whose scrip-pads were always out and who needed only to hear ‘pain’ and see cash. ",1443414218610
Infinite_Jest:E42F19F0:1240441:9,en:prolix,Infinite_Jest:E42F19F0,B0053VMNY2,1240441,"raint automatically do that crawly north-to-south thing down her body, and Gately can see every ashtray on the table shake from the force of Joelle V.’s shudder), and then but that she’d had to become a stripper at sixteen because she’d had to run away from her foster home in Saugus MA, and that she’d had to run away from home because…—here at least some of the room’s discomfort is from the fact that the audience can tell the etiology is going to get head-clutchingly prolix and involved; this girl has not yet learned to Keep It Simple—… because, well, to begin with, she’d been adopted, and the foster parents also had their own biological daughter, and the biological daughter had, from birth, been totally paralyzed and retarded and catatonic, and the foster mother in the household was — as Joelle V. put it later to Gately — crazy as a Fucking Mud-Bug, and was in total Denial about her biological daughter’s being a vegetable, and not only insisted ",1443443525633
Infinite_Jest:E42F19F0:1240399:11,en:etiology,Infinite_Jest:E42F19F0,B0053VMNY2,1240399,"n recognition, and despite all willed restraint automatically do that crawly north-to-south thing down her body, and Gately can see every ashtray on the table shake from the force of Joelle V.’s shudder), and then but that she’d had to become a stripper at sixteen because she’d had to run away from her foster home in Saugus MA, and that she’d had to run away from home because…—here at least some of the room’s discomfort is from the fact that the audience can tell the etiology is going to get head-clutchingly prolix and involved; this girl has not yet learned to Keep It Simple—… because, well, to begin with, she’d been adopted, and the foster parents also had their own biological daughter, and the biological daughter had, from birth, been totally paralyzed and retarded and catatonic, and the foster mother in the household was — as Joelle V. put it later to Gately — crazy as a Fucking Mud-Bug, and was in total Denial about her biological daughter’s",1443443532045
Infinite_Jest:E42F19F0:1250263:11,en:prurient,Infinite_Jest:E42F19F0,B0053VMNY2,1250263,"It was also the exact same expression as the facial expression on the stone-robed lady’s face in this one untitled photo of some Catholic statue that hung (the photo) in the dysfunctional household’s parlor right above the little teak table where the dysfunctional foster mother kept her beads and Hours and lay breviary, this photo of a statue of a woman whose stone robes were half hiked up and wrinkled in the most godawfully sensually prurient way, the woman reclined against uncut rock, her robes hiked and one stone foot hanging off the rock as her legs hung parted, with a grinning little totally psychotic-looking cherub-type angel standing on the lady’s open thighs and pointing a bare arrow at where the stone robe hid her cold tit, the woman’s face upturned and cocked and pinched into that exact same shuddering-protozoan look beyond pleasure or pain. ",1443443903353
Infinite_Jest:E42F19F0:1252128:14,en:etiological,Infinite_Jest:E42F19F0,B0053VMNY2,1252128,"… As she’s telling what she sees as etiological truth, even though the monologue seems sincere and unaffected and at least a B+ on the overall AA-story lucidity-scale, faces in the hall are averted and heads clutched and postures uneasily shifted in empathetic distress at the look-what-happened-to-poor-me invitation implicit in the tale, the talk’s tone of self-pity itself less offensive (even though plenty of these White Flaggers, Gately knows, had personal childhoods that made this girl’s look like a day at Six Flags Over the",1443443997482
Infinite_Jest:E42F19F0:1287071:10,en:puerile,Infinite_Jest:E42F19F0,B0053VMNY2,1287071,"Audience-wise, most of the E.T.A.s under twelve, cortexes spangling with once-a-year sweets, have by now emigrated hyperactively under the long tables’ tablecloths and met up on the dining-hall floor below and begun navigating on hands and knees the special children’s second world of shins and chairlegs and tile that exists under long tablecloths, making various sorts of puerile trouble — investigations from last year’s I. ",1443445651028
Infinite_Jest:E42F19F0:1684242:13,en:annulation,Infinite_Jest:E42F19F0,B0053VMNY2,1684242,This was how I first became interested in the possibilities of annulation. ,1443536035308
Infinite_Jest:E42F19F0:1986271:11,en:picayune,Infinite_Jest:E42F19F0,B0053VMNY2,1986271,Live-in Staffers’ evening duties are divided pretty evenly between the picayune and the unpleasant. ,1443549936626
Infinite_Jest:E42F19F0:2074676:11,en:dripping,Infinite_Jest:E42F19F0,B0053VMNY2,2074676,"Green and Lenz bending in, white breath all over and Green’s dripping nose the same copper smell as Lenz. ",1443568129150
Infinite_Jest:E42F19F0:2263604:12,en:magazines,Infinite_Jest:E42F19F0,B0053VMNY2,2263604,You must keep winning to keep the existence of love and endorsements and the shiny magazines wanting your profile.’ ,1443632807035
Infinite_Jest:E42F19F0:2347757:10,en:emetics,Infinite_Jest:E42F19F0,B0053VMNY2,2347757,"‘Bridget, I forgot to tell you I saw that Rite Aid’s having an enormous clearance on emetics. ",1443648097755
Infinite_Jest:E42F19F0:2349225:10,en:Proofed,Infinite_Jest:E42F19F0,B0053VMNY2,2349225,"‘Proofed to within its life,’ Boone says, barrel-rolling the spoon. ",1443648149737
Infinite_Jest:E42F19F0:2522210:11,en:tomorrow,Infinite_Jest:E42F19F0,B0053VMNY2,2522210,"‘As many as you can get through, and leave them on Janice’s desk, and I’ll have her put them out at the start of the day-shift tomorrow.’ ",1443849491098
Infinite_Jest:E42F19F0:2615300:8,en:tried,Infinite_Jest:E42F19F0,B0053VMNY2,2615300,I tried leaving at the commencement. ,1443932000372
Infinite_Jest:E42F19F0:2811915:13,en:pirouetted,Infinite_Jest:E42F19F0,B0053VMNY2,2811915,"Gately feels somehow too self-conscious or stupid to ask the wraith if it’s here on behalf of the Higher Power or maybe the Disease, so instead of thinking at the wraith he simply concentrates on pretending to wonder to himself why the wraith is spending probably months of aggregate wraith-time flitting around a hospital room and making pirouetted demonstrations with crooner-photos and foreign tonic-cans on the ceiling of some drug addict he doesn’t know from a rock instead of just quantuming over to wherever this alleged youngest son is and holding very still for wraith-months and trying to have an interface with the fucking son. ",1444013912862
Infinite_Jest:E42F19F0:3087399:8,en:LISLE,Infinite_Jest:E42F19F0,B0053VMNY2,3087399,"And then when she reaches way up to unscrew a bolt in some kind of steelish plate on the wall over the empty bed the like hemline of her uniform retreats up north so that the white stockings’ rich violinish curves at the top of the insides of her legs in the white LISLE are visible in backlit silhouette, and an EMBRASURE of sad windowlight shines through her legs. ",1444026180375
Infinite_Jest:E42F19F0:3088310:16,en:CIRCUMAMBIENT,Infinite_Jest:E42F19F0,B0053VMNY2,3088310,"It’d be CIRCUMAMBIENT sexual tension, would be the ghostword. ",1444026215145
Infinite_Jest:E42F19F0:3108173:12,en:sanitaria,Infinite_Jest:E42F19F0,B0053VMNY2,3108173,H.-J. were all at E.R.s and sanitaria. ,1444088552577
Infinite_Jest:E42F19F0:3151067:11,en:bassinet,Infinite_Jest:E42F19F0,B0053VMNY2,3151067,‘The other had the camera bolted down inside a stroller or bassinet. ,1444090675548
2011-Blackout:5A52BE0D:24143:13,en:assignment,2011-Blackout:5A52BE0D,B0053VMNY2,24143,"“Just that three years is ages, and by the time you let me go on assignment, all the best events will have been taken, and there won’t be anything exciting left.” ",1445105427118
Laundry_Files_2--Jennifer_Morgu:1F9EC2D7:496777:17,en:prostaglandins,Laundry_Files_2--Jennifer_Morgu:1F9EC2D7,B0053VMNY2,496777,"Shame we can't find a replacement for the stress prostaglandins, but those are the breaks."" ",1449295513292
Laundry_Files_2--Jennifer_Morgu:1F9EC2D7:547017:6,en:the,Laundry_Files_2--Jennifer_Morgu:1F9EC2D7,B0053VMNY2,547017,"If Angleton had sent Alan Barnes instead, he'd know how to raise seven shades of shit, but I'm not a graduate of the Hereford advanced college of mayhem and murder. ",1449297293005
Laundry_Files_2--Jennifer_Morgu:1F9EC2D7:633558:17,en:exsanguination,Laundry_Files_2--Jennifer_Morgu:1F9EC2D7,B0053VMNY2,633558,"Should be commencing exsanguination in two minutes."" ",1449300158957
Laundry_Files_3--The_Fuller_Mem:C97CA7C8:406540:6,en:I'M,Laundry_Files_3--The_Fuller_Mem:C97CA7C8,B0053VMNY2,406540,I'M GLAD I'M NOT CLAUSTROPHOBIC. ,1450686421711
Laundry_Files_3--The_Fuller_Mem:C97CA7C8:626935:9,en:chapel,Laundry_Files_3--The_Fuller_Mem:C97CA7C8,B0053VMNY2,626935,"Follow the card until you see a chapel ahead of you, then pull over."" ",1450809672541
Laundry_Files_4--The_Apocalypse:67608D97:227447:16,en:mortification,Laundry_Files_4--The_Apocalypse:67608D97,B0053VMNY2,227447,"“I require mortification, Daughter.” ",1450854570824
Laundry_Files_4--The_Apocalypse:67608D97:278301:10,en:Shannon,Laundry_Files_4--The_Apocalypse:67608D97,B0053VMNY2,278301,"Flying into JFK on the pin-stripe express from London City Airport, they bypassed the Immigration queue entirely: they had their passports stamped by an obsequious immigration officer during the refueling stop at Shannon, along with a dozen bankers and discreetly ultra-rich fellow-travelers. ",1450855971184
Laundry_Files_4--The_Apocalypse:67608D97:415521:7,en:what,Laundry_Files_4--The_Apocalypse:67608D97,B0053VMNY2,415521,"I’ll thank you for fixing my car, but you don’t know what they’re like. ",1450900010026
Laundry_Files_4--The_Apocalypse:67608D97:415456:9,en:Johnny,Laundry_Files_4--The_Apocalypse:67608D97,B0053VMNY2,415456,"“Not playing that game, Johnny. ",1450900025104
Laundry_Files_4--The_Apocalypse:67608D97:415827:6,en:car,Laundry_Files_4--The_Apocalypse:67608D97,B0053VMNY2,415827,Call me when you’ve got the bill for the car.” ,1450900279102
Laundry_Files_4--The_Apocalypse:67608D97:417679:9,en:breaks,Laundry_Files_4--The_Apocalypse:67608D97,B0053VMNY2,417679,"He leaves the door ajar as he rapidly scans the sidewalk, then breaks into a jog. ",1450900413267
Laundry_Files_4--The_Apocalypse:67608D97:416041:6,en:But,Laundry_Files_4--The_Apocalypse:67608D97,B0053VMNY2,416041,But money helps.” ,1450900468291
Laundry_Files_5--The_Rhesus_Cha:25039E2C:645258:10,en:estrous,Laundry_Files_5--The_Rhesus_Cha:25039E2C,B0053VMNY2,645258,"(Possibly in estrous, he thinks, although he’s not entirely certain, not sufficiently confident in his new senses.) ",1451010871321
How_to_Live_Safely_in_a_Science:B9B30308:65959:11,en:diegesis,How_to_Live_Safely_in_a_Science:B9B30308,B0053VMNY2,65959,Chronodiegetics is the branch of science fictional science focusing on the physical and metaphysical properties of time given a finite and bounded diegesis. ,1451190511157
The_Annihilation_Score_(Laundry:3C13999A:573089:13,en:lachrymose,The_Annihilation_Score_(Laundry:3C13999A,B0053VMNY2,573089,"han seems humanly possible, get politely grilled by an Assistant Undersecretary to the Home Office (actually a terrifyingly senior civil servant, but I’m properly prepared for our session this time), get our proposed uniforms redesignated as “protective clothing” (which applies a whole different regulatory brush to them and totally gives me cover for banishing skintight Lycra from the picture forever – it’s a fire risk, don’t you know), then spend an inconclusive and somewhat lachrymose evening with Bob before he ships out to Belize to inspect a ruined temple in the jungle that Angleton vandalized thirty years ago for some reason. ",1456021440693
The_Magicians:3283D6F0:470111:6,en:and,The_Magicians:3283D6F0,B0053VMNY2,470111,The sound of breathing and rustling cloth was thunderous in the little chaste bedroom. ,1458419514561
The_Just_City:64C409A0:18385:11,en:Volition,The_Just_City:64C409A0,B0053VMNY2,18385,"“Volition,” I said, slowly, thinking it through. ",1462126912757
The_Just_City:64C409A0:455830:8,en:agape,The_Just_City:64C409A0,B0053VMNY2,455830,“If we’re not then I don’t know what agape is.” ,1462141355075
The_Just_City:64C409A0:560529:9,en:votary,The_Just_City:64C409A0,B0053VMNY2,560529,Your votary. ,1462144580843
The_Just_City:64C409A0:583164:10,en:calumny,The_Just_City:64C409A0,B0053VMNY2,583164,(It’s a calumny about those the gods love dying young. ,1462145145493
The_Just_City:64C409A0:590629:11,en:inimical,The_Just_City:64C409A0,B0053VMNY2,590629,"The eras when that was the dominant ideology in Europe tend to be a little inimical to me, but I do have friends there. ",1462145339287
The_Philosopher_Kings:EB6A70E8:32720:7,en:have,The_Philosopher_Kings:EB6A70E8,B0053VMNY2,32720,Alkibiades thought it was a wonderful arrangement to have a simple sanctioned sexual union with a different girl every four months forever. ,1462151347297
The_Philosopher_Kings:EB6A70E8:32659:9,en:ephebe,The_Philosopher_Kings:EB6A70E8,B0053VMNY2,32659,"Almost everything I know about how the Festivals of Hera actually worked when we had them here comes from those arguments, as I won’t be able to read the Republic until I’m an ephebe. ",1462151351891
The_Philosopher_Kings:EB6A70E8:392720:12,en:truculent,The_Philosopher_Kings:EB6A70E8,B0053VMNY2,392720,"“We all wanted light,” Kebes said, looking truculent. ",1462761740536
The_Philosopher_Kings:EB6A70E8:495991:9,en:syrinx,The_Philosopher_Kings:EB6A70E8,B0053VMNY2,495991,"Now that this was done, I wondered how later ages would see it: the god of music against a man with a syrinx, and then such a slow unpleasant death. ",1462764525885
The_Philosopher_Kings:EB6A70E8:626304:10,en:lacunae,The_Philosopher_Kings:EB6A70E8,B0053VMNY2,626304,"It was just like Pytheas: so generally excellent, with such unexpected lacunae. ",1462767588689
City_of_Stairs:F0376349:247742:9,en:ribald,City_of_Stairs:F0376349,B0053VMNY2,247742,"Someone has made a ribald joke: a cross section of the crowd bursts into laughter, and some of the more delicate members turn away, offended. ",1465062537775
City_of_Stairs:F0376349:629805:13,en:candelabra,City_of_Stairs:F0376349,B0053VMNY2,629805,She holds the lone candle out to him and points to the candelabra. ,1465073488006
City_of_Stairs:F0376349:1038117:13,en:Everything,City_of_Stairs:F0376349,B0053VMNY2,1038117,"Everything electrical has stopped working, actually.” ",1465100047643
City_of_Stairs:F0376349:1114771:11,en:research,City_of_Stairs:F0376349,B0053VMNY2,1114771,"For Efrem, I helped guide his research, prod him in the directions he would find most useful, checked in on him now and again.” ",1465102345395
City_of_Blades_(Divine_Cities_#:AA07DE28:819298:6,en:too,City_of_Blades_(Divine_Cities_#:AA07DE28,B0053VMNY2,819298,"The islands seem to have once had a purpose beyond decoration, too: a few have windows, or doorways, or stairways running up the sides, as if these were not rock formations but rather towers. ",1465260275187
Too_Like_the_Lightning:B489919D:65421:14,en:athleticism,Too_Like_the_Lightning:B489919D,B0053VMNY2,65421,"The door relented at last, revealing a man of dark Indian stock to match his sister Thisbe, and a physique beyond common athleticism. ",1467594699947
Too_Like_the_Lightning:B489919D:389299:9,en:wanted,Too_Like_the_Lightning:B489919D,B0053VMNY2,389299,“You wanted to keep it from the press?” ,1467724925702
Too_Like_the_Lightning:B489919D:539579:7,en:them,Too_Like_the_Lightning:B489919D,B0053VMNY2,539579,Mason’s dead eyes rolled across them. ,1467768920907
CR!HN8AZ3HXZ13S7FDPP9YD787KA62V:AUEAAAA9AgAA:3115:13,en:scrapbooks,CR!HN8AZ3HXZ13S7FDPP9YD787KA62V,B0053VMNY2,AUEAAAA9AgAA:3115,"For press conferences and cameras and microphones have become such an integral part of the happenings of our time that nobody today knows whether people make news or news makes people—General Ky in Vietnam, feeling no doubt more potent after his sixth magazine-cover story, challenges Red China; after police in New York raided the headquarters of young hoodlums, it was discovered that some gang leaders keep scrapbooks; in Baltimore, a day after the Huntley-Brinkley Report mentioned that the city had survived the summer without a race riot, there was a race riot. ",1468367217431
CR!HN8AZ3HXZ13S7FDPP9YD787KA62V:AUQAAABHAQAA:5902:7,en:long,CR!HN8AZ3HXZ13S7FDPP9YD787KA62V,B0053VMNY2,AUQAAABHAQAA:5902,"It is his face, which is long and pale and soft and dominated by large dark eyes and very long lashes, and his exquisitely groomed, wavy gray hair that makes him seem almost lovely. ",1468569763143
CR!HN8AZ3HXZ13S7FDPP9YD787KA62V:AXYAAABNAQAA:73036:18,en:supernumeraries,CR!HN8AZ3HXZ13S7FDPP9YD787KA62V,B0053VMNY2,AXYAAABNAQAA:73036,"This expectation is partly based on The Times’ traditional commitment to being the paper of record, and partly on the fact that The Times has the facilities for meeting any emergency—its large reportorial staff with supernumeraries waiting in the wings; its many deskmen, rewrite men, and clerks in the infinite morgue, a combination that permits large volumes of copy to be quickly processed, checked, and fortified by background or sidebar material; its financial wealth that will support any expense in communications and travel; its echelons of editors who, while they sometimes seem to get into one another’s way during those days when the news is normal, nevertheless can transform themselves into a remarkably ",1473020219702
CR!HN8AZ3HXZ13S7FDPP9YD787KA62V:Aa8AAABIBgAA:143810:12,en:charwomen,CR!HN8AZ3HXZ13S7FDPP9YD787KA62V,B0053VMNY2,Aa8AAABIBgAA:143810,"They did not seem to mind working late at night, the most miserable hours in the newspaper business, missing the theater and dinner parties, arriving in the newsroom at a time when most of the staff was preparing to leave, and leaving when the charwomen arrived. ",1473026974816
CR!HN8AZ3HXZ13S7FDPP9YD787KA62V:ARYBAABaAAAA:258524:12,en:invective,CR!HN8AZ3HXZ13S7FDPP9YD787KA62V,B0053VMNY2,ARYBAABaAAAA:258524,"The Times’ editorials criticized Moses’ financial handling of the Fair, his “penchant for invective,” and the reporters seemed to delight in recording his every frustration—his futile attempt to get the A & P to remove its big neon bread sign that peeked over the Fair grounds, his inability to get the Russians to participate in the Fair, his unfulfilled optimism about the number of people who would be visiting the Fair each day. ",1473083899444
CR!HN8AZ3HXZ13S7FDPP9YD787KA62V:AUwBAAAvBAAA:308954:15,en:recalcitrant,CR!HN8AZ3HXZ13S7FDPP9YD787KA62V,B0053VMNY2,AUwBAAAvBAAA:308954,"forces were both committed to essentially the same goals, the preservation of the democratic system and the established order, and this kindred spirit at the top often filters down through the ranks toward the bottom: a minor government official immediately accepts all telephone calls from Times reporters; the mounted policeman on Forty-third Street looks after the illegally parked cars of his newspaper friends, and The Times looks after his horse; and the clerk in the courthouse can fix what a recalcitrant New York policeman will not. ",1473098301780
